MovieTitle,TweetID,TweetText,TweetCreated,CompoundScore,positive_list,negative_list,neutral_list
The Equalizer 2,1024723772451053568,"Top #movies Aug 04
 https://t.co/KalRTdsgjC
#MissionImpossibleFallout #Disney'sChristopherRobin #TheSpyWhoDumpedMe… https://t.co/F9g7M4sPIW",Mon Aug 06 11:00:53 +0000 2018,0.2023,0.184,0.0,0.816
The Equalizer 2,1024723772451053568,RT @mnetmovies: Monday sounds like a great day to enter and WIN yourself tickets to join us at @SterKinekor for an exclusive pre-screening…,Mon Aug 06 10:51:16 +0000 2018,0.9304,0.466,0.0,0.534
The Equalizer 2,1024723772451053568,RT @mnetmovies: Monday sounds like a great day to enter and WIN yourself tickets to join us at @SterKinekor for an exclusive pre-screening…,Mon Aug 06 10:19:38 +0000 2018,0.9304,0.466,0.0,0.534
The Equalizer 2,1024723772451053568,RT @SonyPicturesUK: He'll do whatever it takes to deliver justice. Catch the adrenaline-pumping #TheEqualizer2 At Cinemas August 17. https:…,Mon Aug 06 10:01:56 +0000 2018,0.5267,0.159,0.0,0.841
The Equalizer 2,1024723772451053568,RT @mnetmovies: Monday sounds like a great day to enter and WIN yourself tickets to join us at @SterKinekor for an exclusive pre-screening…,Mon Aug 06 09:49:01 +0000 2018,0.9304,0.466,0.0,0.534
The Equalizer 2,1024723772451053568,"RT @TheEqualizer: Experience why ”there's no one cooler to watch in action"" than Denzel in #TheEqualizer2 - see it today! 💢 https://t.co/zn…",Mon Aug 06 09:42:26 +0000 2018,-0.3595,0.0,0.116,0.884
The Equalizer 2,1024723772451053568,RT @mnetmovies: Monday sounds like a great day to enter and WIN yourself tickets to join us at @SterKinekor for an exclusive pre-screening…,Mon Aug 06 09:13:18 +0000 2018,0.9304,0.466,0.0,0.534
The Equalizer 2,1024723772451053568,Monday sounds like a great day to enter and WIN yourself tickets to join us at @SterKinekor for an exclusive pre-sc… https://t.co/8mjWPQgXgZ,Mon Aug 06 09:12:05 +0000 2018,0.9304,0.481,0.0,0.519
The Equalizer 2,1024723772451053568,RT @Cinetvlandia: Il regista #AntoineFuqua ha presentato in Piazza Grande al #LocarnoFestival2018 il suo nuovo film #TheEqualizer2 con prot…,Mon Aug 06 09:00:20 +0000 2018,0.34,0.118,0.0,0.882
The Equalizer 2,1024723772451053568,"RT @Cinetvlandia: #TheEqualizer2 recensione
#Locarno71 #LocarnoFestival2018 @FilmFestLocarno #TheEqualizer @TheEqualizer #DenzelWashington…",Mon Aug 06 08:58:44 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @ancamaria_ldv: Learn more about how @Kazytauginas began his acting career. Definitely very inspirational the dialog #TheEqualizer2 risi…,Mon Aug 06 08:28:29 +0000 2018,0.7425,0.282,0.0,0.718
The Equalizer 2,1024723772451053568,"RT @SilverbirdFilmD: Not all enemies are created equal.

Don’t miss #DenzelWashington back in action August 10 — #TheEqualizer2 https://t.c…",Mon Aug 06 07:49:01 +0000 2018,-0.4215,0.092,0.22,0.688
The Equalizer 2,1024723772451053568,Download #TheEqualizer2 From any Website through #keepdownloading https://t.co/zT5Nuq5yqa,Mon Aug 06 07:44:14 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Not all enemies are created equal.

Don’t miss #DenzelWashington back in action August 10 — #TheEqualizer2 https://t.co/lGVWQrfLDt",Mon Aug 06 07:42:31 +0000 2018,-0.4215,0.101,0.242,0.657
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Mon Aug 06 07:42:09 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,"#TheEqualizer2 
cant wait for it 😍
17/8 🙄",Mon Aug 06 07:25:56 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @PopCorn_Media: Weekend US #BoxOffice
1. #MissionImpossibleFallout $35M
2. #ChristopherRobin $25M
3. #TheSpyWhoDumpedMe $12.3M
4. #Mamma…",Mon Aug 06 07:15:22 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @ArankiAJ: Saw #TheEqualizer2 with @3arankiMJ and it was just the right way to end an eventful day, everything was so well-put together…",Mon Aug 06 06:54:41 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Saw #TheEqualizer2 with @3arankiMJ and it was just the right way to end an eventful day, everything was so well-put… https://t.co/1amVogyeQB",Mon Aug 06 06:42:50 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @TheEqualizer: Knee-cap shatterer? ✅. Dockers? ✅. Supports independent booksellers? Double ✅✅. #TheEqualizer2, now playing. 💢 https://t.…",Mon Aug 06 06:02:47 +0000 2018,0.5913,0.257,0.0,0.743
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Denzel delivers both in #TheEqualizer2 - now playing. https://t.co/aj9JIPfTrQ 💢 https://t.co/DqMirqaw2i,Mon Aug 06 03:44:41 +0000 2018,0.2023,0.153,0.0,0.847
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Mon Aug 06 03:44:37 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @TheEqualizer: Experience why ”there's no one cooler to watch in action"" than Denzel in #TheEqualizer2 - see it today! 💢 https://t.co/zn…",Mon Aug 06 03:44:33 +0000 2018,-0.3595,0.0,0.116,0.884
The Equalizer 2,1024723772451053568,"RT @BORReport: Weekend Box Office Report for Aug. 3 - Aug. 5, 2018: https://t.co/bP9Lsa9Pse

#MissionImpossibleFallout  #ChristopherRobin…",Mon Aug 06 03:28:11 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Tom Cruise's 'Mission: Impossible -- Fallout' tops weekend movie box office for second week #TomCruise… https://t.co/gfUbQeDu0S,Mon Aug 06 03:24:01 +0000 2018,0.5106,0.18,0.0,0.82
The Equalizer 2,1024723772451053568,"RT @BORReport: Weekend Box Office Report for Aug. 3 - Aug. 5, 2018: https://t.co/bP9Lsa9Pse

#MissionImpossibleFallout  #ChristopherRobin…",Mon Aug 06 03:23:15 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @PopCorn_Media: Weekend US #BoxOffice
1. #MissionImpossibleFallout $35M
2. #ChristopherRobin $25M
3. #TheSpyWhoDumpedMe $12.3M
4. #Mamma…",Mon Aug 06 03:02:35 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Mon Aug 06 02:38:58 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Mon Aug 06 02:29:05 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @BORReport: Weekend Box Office Report for Aug. 3 - Aug. 5, 2018: https://t.co/bP9Lsa9Pse

#MissionImpossibleFallout  #ChristopherRobin…",Mon Aug 06 02:27:15 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @PopCorn_Media: Weekend US #BoxOffice
1. #MissionImpossibleFallout $35M
2. #ChristopherRobin $25M
3. #TheSpyWhoDumpedMe $12.3M
4. #Mamma…",Mon Aug 06 02:24:06 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,#TheEqualizer2 was 🔥🔥🔥,Mon Aug 06 02:21:09 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Enter this giveaway from #TheEqualizer2 now for a chance to win exclusive swag! https://t.co/liapljMwNV,Mon Aug 06 02:18:25 +0000 2018,0.7644,0.432,0.0,0.568
The Equalizer 2,1024723772451053568,"RT @TheEqualizer: Experience why ”there's no one cooler to watch in action"" than Denzel in #TheEqualizer2 - see it today! 💢 https://t.co/zn…",Mon Aug 06 02:12:17 +0000 2018,-0.3595,0.0,0.116,0.884
The Equalizer 2,1024723772451053568,Not sure if i should stay in and play video games or go to the movies and watch #TheEqualizer2.......hmmmmmm,Mon Aug 06 01:14:46 +0000 2018,0.5719,0.227,0.0,0.773
The Equalizer 2,1024723772451053568,Time to see #TheEqualizer2 🙌🏾,Mon Aug 06 01:10:01 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,#TheEqualizer2 is a great movie #mustsee,Mon Aug 06 01:06:25 +0000 2018,0.6249,0.506,0.0,0.494
The Equalizer 2,1024723772451053568,RT @GalaxyQuestPod: Check out our episode covering the movies out in July and talking #MissionImpossibleFallout #AntManAndWasp #MammaMiaHer…,Mon Aug 06 00:50:06 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Check out our episode covering the movies out in July and talking #MissionImpossibleFallout #AntManAndWasp… https://t.co/69GxzBcOOH,Mon Aug 06 00:45:23 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Mon Aug 06 00:38:59 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,"ICYMI: Listen to our podcast review of THE EQUALIZER 2

https://t.co/pPoJzEp6zK

#Movie #Podcast #MoviePodcast… https://t.co/yPDxnYUguP",Mon Aug 06 00:36:02 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Mon Aug 06 00:33:11 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,"RT @BORReport: Weekend Box Office Report for Aug. 3 - Aug. 5, 2018: https://t.co/bP9Lsa9Pse

#MissionImpossibleFallout  #ChristopherRobin…",Mon Aug 06 00:27:17 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Mon Aug 06 00:26:12 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Mon Aug 06 00:19:50 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Mon Aug 06 00:11:57 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Mon Aug 06 00:04:08 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,"RT @BORReport: Weekend Box Office Report for Aug. 3 - Aug. 5, 2018: https://t.co/bP9Lsa9Pse

#MissionImpossibleFallout  #ChristopherRobin…",Sun Aug 05 23:59:24 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Sun Aug 05 23:48:16 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,Justice becomes vengeance in #TheEqualizer2 - don’t miss the “heart-pounding” action on the big screen today! 💢… https://t.co/3T4e94zLR0,Sun Aug 05 23:37:07 +0000 2018,0.4753,0.182,0.079,0.739
The Equalizer 2,1024723772451053568,"RT @OnlyFilmMedia: Here's a new Japanese banner for #TheEqualizer2 (2018 film).
#DenzelWashington. https://t.co/vErPT04tuW",Sun Aug 05 23:25:05 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Oh. 1 more thing. There was a most wonderful performance by Orson Bean in #TheEqualizer2,Sun Aug 05 23:24:15 +0000 2018,0.6115,0.25,0.0,0.75
The Equalizer 2,1024723772451053568,"RT @PopCorn_Media: Weekend US #BoxOffice
1. #MissionImpossibleFallout $35M
2. #ChristopherRobin $25M
3. #TheSpyWhoDumpedMe $12.3M
4. #Mamma…",Sun Aug 05 23:08:59 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Weekend US #BoxOffice
1. #MissionImpossibleFallout $35M
2. #ChristopherRobin $25M
3. #TheSpyWhoDumpedMe $12.3M
4.… https://t.co/O10rMxdALp",Sun Aug 05 22:59:44 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Denzel Washington is a bad man #TheEqualizer2 was great,Sun Aug 05 22:35:35 +0000 2018,0.1531,0.301,0.257,0.441
The Equalizer 2,1024723772451053568,"RT @BORReport: Weekend Box Office Report for Aug. 3 - Aug. 5, 2018: https://t.co/bP9Lsa9Pse

#MissionImpossibleFallout  #ChristopherRobin…",Sun Aug 05 21:59:31 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,I just rated #TheEqualizer2 5 out of 5 stars. What do you think? @Fandango https://t.co/1NXU3zF0v2,Sun Aug 05 21:49:23 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Weekend Box Office Report for Aug. 3 - Aug. 5, 2018: https://t.co/bP9Lsa9Pse

#MissionImpossibleFallout… https://t.co/zquurCHNKf",Sun Aug 05 21:44:13 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Takeaway ordered frm #JustEat #DallasChicken Nice hot radox bath run.. Nice &amp; fresh ready for my food and #TheEqualizer2 thn i think...,Sun Aug 05 21:20:34 +0000 2018,0.8555,0.38,0.0,0.62
The Equalizer 2,1024723772451053568,RT @SonyPicturesUK: He'll do whatever it takes to deliver justice. Catch the adrenaline-pumping #TheEqualizer2 At Cinemas August 17. https:…,Sun Aug 05 21:19:54 +0000 2018,0.5267,0.159,0.0,0.841
The Equalizer 2,1024723772451053568,About to see The Equalizer 2 and I can't wait to see how Denzel slaughters a dozen people armed only with what he f… https://t.co/OeYrySFUCt,Sun Aug 05 21:19:09 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPicturesUK: He'll do whatever it takes to deliver justice. Catch the adrenaline-pumping #TheEqualizer2 At Cinemas August 17. https:…,Sun Aug 05 21:10:47 +0000 2018,0.5267,0.159,0.0,0.841
The Equalizer 2,1024723772451053568,RT @SonyPictures: Denzel delivers both in #TheEqualizer2 - now playing. https://t.co/IkPeNybkIa 💢 https://t.co/q7xrmzVyku,Sun Aug 05 21:01:00 +0000 2018,0.2023,0.153,0.0,0.847
The Equalizer 2,1024723772451053568,RT @SonyPicturesUK: He'll do whatever it takes to deliver justice. Catch the adrenaline-pumping #TheEqualizer2 At Cinemas August 17. https:…,Sun Aug 05 20:55:23 +0000 2018,0.5267,0.159,0.0,0.841
The Equalizer 2,1024723772451053568,Why critics are so-so on #TheEqualizer2? If Tom Cruise’s character can run &amp; jump onto flying helicopters to kill s… https://t.co/91tDBXMsXX,Sun Aug 05 20:51:10 +0000 2018,-0.7845,0.0,0.266,0.734
The Equalizer 2,1024723772451053568,RT @SonyPicturesUK: He'll do whatever it takes to deliver justice. Catch the adrenaline-pumping #TheEqualizer2 At Cinemas August 17. https:…,Sun Aug 05 20:44:10 +0000 2018,0.5267,0.159,0.0,0.841
The Equalizer 2,1024723772451053568,"RT @BoxOffice: THE EQUALIZER 2
$8.83M Weekend (Est.)
2,725 Screens / $3,240 Avg.
Weekend 3 / -37% Change
$79.88M Total (North America)
#The…",Sun Aug 05 20:32:36 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,He'll do whatever it takes to deliver justice. Catch the adrenaline-pumping #TheEqualizer2 At Cinemas August 17. https://t.co/GKDbzFOf9H,Sun Aug 05 20:30:00 +0000 2018,0.5267,0.175,0.0,0.825
The Equalizer 2,1024723772451053568,Just watched #TheEqualizer in prep for 2moz @cineworld #unlimitedscreening #TheEqualizer2 if it's as good as the 1st one we are in 4 a treat,Sun Aug 05 20:06:55 +0000 2018,0.6808,0.219,0.0,0.781
The Equalizer 2,1024723772451053568,⭐️⭐️⭐️⭐️ #TheEqualizer2 aka ‘The Lil Seaside Town of Death’ is as good as its predecessor aka ‘The Lil Home Depot o… https://t.co/aAetCZBmW3,Sun Aug 05 18:46:06 +0000 2018,0.4404,0.121,0.0,0.879
The Equalizer 2,1024723772451053568,theequalizer2 in theaters . It's a must see. #equalizer2 https://t.co/MKWxUD0Gcz,Sun Aug 05 18:38:11 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Sun Aug 05 18:37:37 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,"It's not just another vigilante movie, https://t.co/vgaa94miLN #TheEqualizer2",Sun Aug 05 18:15:04 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,#InTheNameOfLove @mrjacobbanks #TheEqualizer2 #DenzelWashington #SundayFunday @ AMC Theaters Cumberland https://t.co/2p5unagbiN,Sun Aug 05 17:27:28 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @BORReport: The Equalizer 2 grossed an estimated $8.83M this weekend.  17-Day total stands at $79.89M.

#TheEqualizer2  #BoxOffice  @Son…",Sun Aug 05 17:17:57 +0000 2018,-0.1027,0.0,0.076,0.924
The Equalizer 2,1024723772451053568,RT @GrandCinemasNG: Denzel's 'Credit Card' takedown in #TheEqualizer2 [@TheEqualizer] has no equal. Don’t miss the “heart-pounding” action…,Sun Aug 05 17:02:21 +0000 2018,-0.0516,0.127,0.186,0.686
The Equalizer 2,1024723772451053568,"#BoxOffice Results:  #TheEqualizer2 is 5th with $8.8 Million, while #HotelTransylvania3 is 6th with $8.2 Million.… https://t.co/xUNVcMTMMF",Sun Aug 05 16:56:33 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Laughs and other audience reactions, jokes, dialogue, cliches, being excused, acting, run time, not hearing or seei… https://t.co/TwK61I6QNA",Sun Aug 05 16:56:10 +0000 2018,0.6369,0.245,0.0,0.755
The Equalizer 2,1024723772451053568,Seeing #TheEqualizer2!,Sun Aug 05 16:54:15 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! AMC Stubs Members - buy #TheEqualizer2 tickets today for your chance to win a trip to L.A. for a training ses…,Sun Aug 05 16:51:23 +0000 2018,0.7959,0.299,0.0,0.701
The Equalizer 2,1024723772451053568,#BoxOffice: 1. #MissionImpossibleFallout; 2. #ChristopherRobin; 3. #TheSpyWhoDumpedMe; 4. #MammaMiaHereWeGoAgain; 5… https://t.co/dRxGYm80yG,Sun Aug 05 16:48:44 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Okay ⁦@MoviePass⁩ what’s going on now? Movies with showings only at 3am? If the assumption is that I won’t get my b… https://t.co/8MwTYHxD76,Sun Aug 05 16:47:50 +0000 2018,0.3094,0.097,0.0,0.903
The Equalizer 2,1024723772451053568,"RT @BoxOffice: THE EQUALIZER 2
$8.83M Weekend (Est.)
2,725 Screens / $3,240 Avg.
Weekend 3 / -37% Change
$79.88M Total (North America)
#The…",Sun Aug 05 16:45:20 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @BORReport: The Equalizer 2 grossed an estimated $8.83M this weekend.  17-Day total stands at $79.89M.

#TheEqualizer2  #BoxOffice  @Son…",Sun Aug 05 16:43:14 +0000 2018,-0.1027,0.0,0.076,0.924
The Equalizer 2,1024723772451053568,"Top 5 Domestic Box Office

1. #MissionImpossibleFallout ($35)
2. #ChristopherRobin ($25M)
3. #TheSpyWhoDumpedMe ($1… https://t.co/3jURkr9njk",Sun Aug 05 16:28:36 +0000 2018,0.2023,0.122,0.0,0.878
The Equalizer 2,1024723772451053568,"RT @JosephGetti: Watching THE EQUALIZER (2014) on 4K Ultra HD • Denzel Washington, Marton Csokas, Chloë Grace Moretz • Going to see The Equ…",Sun Aug 05 16:21:27 +0000 2018,0.4215,0.118,0.0,0.882
The Equalizer 2,1024723772451053568,"BOX OFFICE top 5 (via comScore)

#MissionImpossibleFallout $35M

#ChristopherRobin $25M

#TheSpyWhoDumpedMe $12.4M… https://t.co/DNrlrDa8CY",Sun Aug 05 15:41:13 +0000 2018,0.2023,0.141,0.0,0.859
The Equalizer 2,1024723772451053568,Last chance! AMC Stubs Members - buy #TheEqualizer2 tickets today for your chance to win a trip to L.A. for a train… https://t.co/BvvIBBu0WS,Sun Aug 05 15:30:08 +0000 2018,0.7959,0.322,0.0,0.678
The Equalizer 2,1024723772451053568,@TarizSolis @bicaraboxoffice Terima kasih info nya. Klo #TheEqualizer2 tayang ga di indonesia ya?,Sun Aug 05 15:21:59 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"V Kolosej konec avgusta prihaja Pravičnik 2! 😍🤘😎 

Zagotovilo za vrhunsko akcijo - Denzel Washington!  💪😎🔝… https://t.co/orVrboQ732",Sun Aug 05 15:18:41 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Yea going to go see #TheEqualizer2 because we all need a good vigilante movie every once in awhile,Sun Aug 05 15:18:15 +0000 2018,0.4404,0.153,0.0,0.847
The Equalizer 2,1024723772451053568,“You still have a chance. Use it while you’re alive!!” — Denzel #TheEqualizer2 #Legend,Sun Aug 05 15:05:37 +0000 2018,0.3786,0.19,0.0,0.81
The Equalizer 2,1024723772451053568,"RT @BoxOffice: THE EQUALIZER 2
$8.83M Weekend (Est.)
2,725 Screens / $3,240 Avg.
Weekend 3 / -37% Change
$79.88M Total (North America)
#The…",Sun Aug 05 14:58:15 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"The Equalizer 2 grossed an estimated $8.83M this weekend.  17-Day total stands at $79.89M.

#TheEqualizer2… https://t.co/zcvACR0w8e",Sun Aug 05 14:53:49 +0000 2018,-0.1027,0.0,0.091,0.909
The Equalizer 2,1024723772451053568,"RT @BoxOffice: THE EQUALIZER 2
$8.83M Weekend (Est.)
2,725 Screens / $3,240 Avg.
Weekend 3 / -37% Change
$79.88M Total (North America)
#The…",Sun Aug 05 14:52:38 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"THE EQUALIZER 2
$8.83M Weekend (Est.)
2,725 Screens / $3,240 Avg.
Weekend 3 / -37% Change
$79.88M Total (North Amer… https://t.co/DuNqnxpcpn",Sun Aug 05 14:52:29 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Watch the new #TheEqualizer2 trailer featuring ""In The Name of Love"" by Jacob Banks. In ANGA DIAMOND 10th AUGUST https://t.co/jKmXBNcIBJ",Sun Aug 05 14:50:31 +0000 2018,0.8091,0.289,0.0,0.711
The Equalizer 2,1024723772451053568,Had opportunity to check out uncle #denzelwashington  new movie theequalizer2  #EQ2  #theequalizer2   Denzel never… https://t.co/aRaf3zQJd9,Sun Aug 05 14:42:54 +0000 2018,0.4215,0.167,0.0,0.833
The Equalizer 2,1024723772451053568,"RT @imaxkenya: Watch the new #TheEqualizer2 trailer featuring ""In The Name of Love"" by Jacob Banks. In ANGA SKY 10th AUGUST https://t.co/PP…",Sun Aug 05 14:41:04 +0000 2018,0.6369,0.167,0.0,0.833
The Equalizer 2,1024723772451053568,"Watch the new #TheEqualizer2 trailer featuring ""In The Name of Love"" by Jacob Banks. In ANGA SKY 10th AUGUST https://t.co/PPVNwgJOFe",Sun Aug 05 14:39:29 +0000 2018,0.6369,0.181,0.0,0.819
The Equalizer 2,1024723772451053568,"Watch the new #TheEqualizer2 trailer featuring ""In The Name of Love"" by Jacob Banks. Premiering 10th August https://t.co/CaFWQ8eT0W",Sun Aug 05 14:36:13 +0000 2018,0.6369,0.198,0.0,0.802
The Equalizer 2,1024723772451053568,Today’s viewing; #TheEqualizer2,Sun Aug 05 14:34:18 +0000 2018,0.0,0.0,0.0,1.0
