MovieTitle,TweetID,TweetText,TweetCreated,CompoundScore,positive_list,negative_list,neutral_list
The Equalizer 2,1024723772451053568,"Here are my weekend rankings for August 3-5

1 #MissionImpossibleFallout 
2 #TheSpyWhoDumpedMe 
3 #ChristopherRobin… https://t.co/IE2DldV0wf",Fri Aug 03 19:17:46 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @BoxOffice: THE EQUALIZER 2
$1.38M Thursday
$71.05M Total (North America) 
#TheEqualizer2 #Equalizer2 #BoxOffice",Fri Aug 03 19:16:39 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: In Denzel we trust. See why fans are raving about #TheEqualizer2 - now playing. 💢 https://t.co/aE21nQL8Uk,Fri Aug 03 19:11:51 +0000 2018,0.6249,0.267,0.0,0.733
The Equalizer 2,1024723772451053568,"The Equalizer 2 grossed $1.38M on Thursday.  14-Day total stands at $71.06M.

#TheEqualizer2  #BoxOffice  @SonyPictures  @TheEqualizer",Fri Aug 03 18:49:19 +0000 2018,-0.1027,0.0,0.091,0.909
The Equalizer 2,1024723772451053568,"THE EQUALIZER 2
$1.38M Thursday
$71.05M Total (North America) 
#TheEqualizer2 #Equalizer2 #BoxOffice",Fri Aug 03 18:39:22 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 18:30:25 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Yeah, so @TheEqualizer 2 was amazing. Great action flick! #movie #TheEqualizer2",Fri Aug 03 18:17:41 +0000 2018,0.8923,0.604,0.0,0.396
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 18:13:55 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 17:56:37 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,"RT @mall_kcs: #SiDoelTheMovie 4 Agustus
#TheMeg 8 Agustus
#SebelumIblisMenjemput 9 Agustus
#TheEqualizer2 15 Agustus
#AlongWithTheGods:TheL…",Fri Aug 03 17:54:21 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 17:36:26 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Denzel nunca falla 💪 #ElJusticiero2 #SonyPicturesBolivia #ManferFilms #DenzelWashington #TheEqualizer2 #PedroPascal… https://t.co/fNhvSmm7qd,Fri Aug 03 17:24:35 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"What #Movie R U XCited 2 C @ the #BoxOffice this weekend? 
#MissionImossibleFallout #MissionImpossible #Fallout… https://t.co/3p5vBbqGaL",Fri Aug 03 17:23:49 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Denzel delivers both in #TheEqualizer2 - now playing. https://t.co/aj9JIPfTrQ 💢 https://t.co/DqMirqaw2i,Fri Aug 03 17:14:31 +0000 2018,0.2023,0.153,0.0,0.847
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 17:14:00 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 17:12:48 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 17:12:33 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 16:46:02 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,https://t.co/AK3EYjeINw A look into the weekend's #BoxOffice : #TomCruise &amp; #MissionImpossibleFallout dominates.… https://t.co/8rXAE9Mmqz,Fri Aug 03 16:45:31 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,https://t.co/n6n3bjLud6 A look into the weekend's #BoxOffice : #TomCruise &amp; #MissionImpossibleFallout dominates.… https://t.co/iaqipL79qn,Fri Aug 03 16:45:29 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 16:36:46 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 16:13:01 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 15:56:44 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Denzel delivers both in #TheEqualizer2 - now playing. https://t.co/aj9JIPfTrQ 💢 https://t.co/DqMirqaw2i,Fri Aug 03 15:56:28 +0000 2018,0.2023,0.153,0.0,0.847
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 15:56:12 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"#Encuesta De todas las películas que se estrenan en cine en el mes de agosto, ¿cuál quieres ver? 🍿🎬

#TheMeg… https://t.co/yZ5SnA0hzh",Fri Aug 03 15:47:35 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,New episode available! Check out our discussion of The Equalizer 2. Don't forget to subscribe to our Podcast.… https://t.co/XvDEaAMscZ,Fri Aug 03 15:42:12 +0000 2018,0.2401,0.098,0.0,0.902
The Equalizer 2,1024723772451053568,RT @lldubs: Double Featire with my Baby!!!!  #theEqualizer2 Denzel is God!!! So so good !!!#MissionImpossibleFallout Tom Cruise kills it wi…,Fri Aug 03 15:27:27 +0000 2018,0.5006,0.247,0.128,0.624
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 15:14:51 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: At #TheEqualizer2 world premiere with @AaronDonald97! 💢🎉 https://t.co/q5tSQD6jlo,Fri Aug 03 15:11:31 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @LeSteveDuJour: 🎥 Today's selection: #TheEqualizer2 #SundayMovies https://t.co/1BKhChFabI,Fri Aug 03 15:05:54 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @SkyDigg4: No’s aside, I think I have this Equalizer thing in the bag. 🤷🏽‍♀️ See it all play out during the #NBAFinals and make sure to…",Fri Aug 03 15:05:27 +0000 2018,0.5719,0.17,0.0,0.83
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 14:58:29 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 14:57:12 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 14:50:54 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Our weekend #BoxOffice projections for the US:

#ChristopherRobin $33.7M
#MissionImpossibleFallout $31.6M… https://t.co/LrzUrkgggw",Fri Aug 03 14:50:29 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @JexyMG: https://t.co/n6n3bjLud6 A look into the weekend's #BoxOffice : #TomCruise &amp; #MissionImpossibleFallout dominates. #TeenTitansGOM…,Fri Aug 03 14:48:35 +0000 2018,0.0516,0.091,0.0,0.909
The Equalizer 2,1024723772451053568,RT @JexyMG: https://t.co/n6n3bjLud6 A look into the weekend's #BoxOffice : #TomCruise &amp; #MissionImpossibleFallout dominates. #TeenTitansGOM…,Fri Aug 03 14:48:25 +0000 2018,0.0516,0.091,0.0,0.909
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 14:34:10 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,Dropped a brand new show recap minutes ago! Animal Sauvage out now! Brainpower  - Live in Nijmegen Recap (Vierdaags… https://t.co/8WqfJuBugE,Fri Aug 03 14:15:15 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Fri Aug 03 13:58:43 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 13:47:22 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 13:45:39 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 13:45:34 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 13:44:12 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 13:43:58 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 13:43:50 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:37:34 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 13:37:02 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 13:36:40 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:32:37 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:28:41 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyMoviesSA: #DenzelWashington is back in action in THE EQUALIZER 2. Check it out in SA cinemas 24 August and see why there is no equa…,Fri Aug 03 13:21:14 +0000 2018,-0.296,0.0,0.081,0.919
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:09:18 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:07:07 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co…,Fri Aug 03 13:04:09 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:03:06 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:02:28 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co…,Fri Aug 03 13:02:10 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Robert was living in peace when his good friend got killed, so he decides to take matters into his own hands!… https://t.co/amjpcepPon",Fri Aug 03 13:00:01 +0000 2018,0.6696,0.338,0.138,0.523
The Equalizer 2,1024723772451053568,Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/aj9JIOYiAi 💢 https://t.co/8SZVNGjvWI,Fri Aug 03 13:00:01 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Start your weekend with the “action packed” #TheEqualizer2 - get your tickets now: https://t.co/IkPeNybkIa 💢 https://t.co/R5Cnq86XIW,Fri Aug 03 13:00:00 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Justice becomes vengeance in #TheEqualizer2 - don’t miss the “heart-pounding” action on the big screen next week! 💢 https://t.co/jCKOAZteGb,Fri Aug 03 12:18:39 +0000 2018,0.4753,0.182,0.079,0.739
The Equalizer 2,1024723772451053568,RT @GrandCinemasNG: Denzel's 'Credit Card' takedown in #TheEqualizer2 [@TheEqualizer] has no equal. Don’t miss the “heart-pounding” action…,Fri Aug 03 12:03:06 +0000 2018,-0.0516,0.127,0.186,0.686
The Equalizer 2,1024723772451053568,"RT @vivacinemas: Happy New Movies Week #MovieLovers! Here is the schedule at Viva Cinemas #Ilorin... 5 New movies you can't miss. 
#TheEqua…",Fri Aug 03 11:52:43 +0000 2018,0.6636,0.222,0.0,0.778
The Equalizer 2,1024723772451053568,"RT @vivacinemas: Happy New Movies Week #MovieLovers! At Viva Cinemas #Ibadan, Here is the schedule... 5 New movies you can't miss.
#TheEqua…",Fri Aug 03 11:52:18 +0000 2018,0.6636,0.222,0.0,0.778
The Equalizer 2,1024723772451053568,RT @7MinutesOrLess: My review for #TheEqualizer2 film is now up. I think I have a different opinion in this film than most. I do film my re…,Fri Aug 03 11:51:42 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"Top #movies Aug 01
 https://t.co/ESSdoljMrX
#MissionImpossibleFallout #MammaMia!HereWeGoAgain… https://t.co/EpJ5dA9Gbr",Fri Aug 03 11:01:19 +0000 2018,0.2714,0.23,0.0,0.77
The Equalizer 2,1024723772451053568,"RT @alexispuig: Porfiado #DenzelWashington No me creía que había hecho 5 películas con Tony Scott, finalmente las contamos y me dio la razó…",Fri Aug 03 10:51:23 +0000 2018,-0.296,0.0,0.099,0.901
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Fri Aug 03 10:42:42 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,"RT @TaquiBox: T. MIÉRCOLES🇺🇲

1 #MisiónImposibleFallout 6,33M (83,9M)
2 #MammaMia2 2,86M (79,9M)
3 #HotelTransilvania3 2,25M (126,4M)
4 #Th…",Fri Aug 03 10:26:04 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 10:25:08 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,"#Hollywood_News: #TheEqualizer2 Tue $2.3M, Wed $1.5M. Total: $69.6M Gross (North America) #Equalizer2 @TheEqualizer",Fri Aug 03 10:11:06 +0000 2018,-0.4767,0.0,0.205,0.795
The Equalizer 2,1024723772451053568,"RT @YonomyApp: #QuizAndEarn
Earn rewards on #YonomyApp's #filmYfridaY challenge for all the new releases this week.

Install NOW: 
https://…",Fri Aug 03 09:51:42 +0000 2018,0.5267,0.206,0.0,0.794
The Equalizer 2,1024723772451053568,"RT @YonomyApp: #QuizAndEarn
Earn rewards on #YonomyApp's #filmYfridaY challenge for all the new releases this week.

Install NOW: 
https://…",Fri Aug 03 09:50:50 +0000 2018,0.5267,0.206,0.0,0.794
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 09:30:05 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,"RT @EPcine: No te pierdas a Denzel Washington 'repartiendo justicia' en este clip en exclusiva de #TheEqualizer2
⌚️👊💥➡️https://t.co/mkO3qHG…",Fri Aug 03 09:29:55 +0000 2018,-0.296,0.0,0.121,0.879
The Equalizer 2,1024723772451053568,"#QuizAndEarn
Earn rewards on #YonomyApp's #filmYfridaY challenge for all the new releases this week.

Install NOW:… https://t.co/LLwT5Dx7jm",Fri Aug 03 09:21:53 +0000 2018,0.5267,0.227,0.0,0.773
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Fri Aug 03 09:04:57 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,Happy New Movies Week #MovieLovers! Here is the schedule at Viva Cinemas #Ilorin... 5 New movies you can't miss.… https://t.co/Ea6casAmPW,Fri Aug 03 08:56:43 +0000 2018,0.6114,0.182,0.0,0.818
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Fri Aug 03 08:52:11 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,@mnetmovies Done ✅ #TheEqualizer2  #MMNightOut 🤞🏼🤞🏼🤞🏼🤞🏼 https://t.co/2t3mRtbDpC,Fri Aug 03 08:51:20 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Fri Aug 03 08:51:18 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,"RT @mnetmovies: WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here: https:/…",Fri Aug 03 08:50:56 +0000 2018,0.745,0.283,0.0,0.717
The Equalizer 2,1024723772451053568,"Nekonvenčný, nepredvídateľný, nezastaviteľný. EQUALIZER 2. vo Vašom kine 17., 18. a 21. augusta. Viac informácii a… https://t.co/K537Kb5XXi",Fri Aug 03 08:35:57 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"WIN tickets to an exclusive pre-screening of #TheEqualizer2 before its nationwide release! #MMNightOut

Enter here:… https://t.co/Mt37ILGvLC",Fri Aug 03 08:31:29 +0000 2018,0.745,0.311,0.0,0.689
The Equalizer 2,1024723772451053568,"In one week, Denzel exacts justice. #TheEqualizer2 https://t.co/5YarcMw99X",Fri Aug 03 08:30:57 +0000 2018,0.5267,0.327,0.0,0.673
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 08:25:38 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,"Happy New Movies Week #MovieLovers! At Viva Cinemas #Ibadan, Here is the schedule... 5 New movies you can't miss.… https://t.co/LuRVtrlDYU",Fri Aug 03 08:20:47 +0000 2018,0.6114,0.182,0.0,0.818
The Equalizer 2,1024723772451053568,RT @RohanNaahar: Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining movie s…,Fri Aug 03 08:16:29 +0000 2018,0.5859,0.142,0.0,0.858
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Thanks for the chat @PedroPascal1! Watch him in an exclusive #TheEqualizer2 clip now and in theaters July 20th. https://t…,Fri Aug 03 08:15:04 +0000 2018,0.5707,0.198,0.0,0.802
The Equalizer 2,1024723772451053568,"RT @SilverbirdFilmD: You can never go wrong with #Denzel! 

#TheEqualizer2 COMING to #Cinemas, August 10
.
#SilverbirdFilmDistribution #Den…",Fri Aug 03 08:07:23 +0000 2018,0.4303,0.151,0.0,0.849
The Equalizer 2,1024723772451053568,Denzel Washington is a rare specimen. He can break bones and win Oscars. That's why he's one of the last remaining… https://t.co/q225Wn3GC1,Fri Aug 03 08:06:40 +0000 2018,0.5859,0.16,0.0,0.84
The Equalizer 2,1024723772451053568,"RT @htshowbiz: #TheEqualizer2 movie review by @RohanNaahar: Denzel Washington proves he’s one of the last remaining movie stars

https://t.…",Fri Aug 03 07:43:35 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyMoviesSA: #DenzelWashington is back in action in THE EQUALIZER 2. Check it out in SA cinemas 24 August and see why there is no equa…,Fri Aug 03 07:24:15 +0000 2018,-0.296,0.0,0.081,0.919
The Equalizer 2,1024723772451053568,RT @SonyMoviesSA: The clock is ticking. Denzel Washington returns on #TheEqualizer2 as Robert McCall. Catch it in SA cinemas in ONE MONTH.…,Fri Aug 03 07:16:57 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,Even #TheEqualizer2 recognizes the end of an era and adjusts accordingly. https://t.co/6ByP5w6usQ,Fri Aug 03 07:10:02 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @BoycottCampaign: #قاطعوا فيلم The Equalizer 2
#TheEqualizer2 https://t.co/XdjTLRKK6S",Fri Aug 03 06:02:57 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"#قاطعوا فيلم The Equalizer 2
#TheEqualizer2 https://t.co/XdjTLRKK6S",Fri Aug 03 05:40:34 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Denzel is back. Experience him in #TheEqualizer2 on the big screen today. https://t.co/aj9JIOYiAi 💢 https://t.co/45jUo6zE…,Fri Aug 03 04:53:55 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,i think my new favorite movie is #TheEqualizer2,Fri Aug 03 04:43:12 +0000 2018,0.4588,0.333,0.0,0.667
The Equalizer 2,1024723772451053568,"RT @BORReport: Daily Box Office Top 7 for Wednesday, August 1, 2018

1. #MissionImpossibleFallout - $6.33M
2. #MammaMia2 - $2.86M
3. #Hotel…",Fri Aug 03 04:19:47 +0000 2018,0.2023,0.091,0.0,0.909
The Equalizer 2,1024723772451053568,RT @AMCTheatres: Last chance! FOLLOW &amp; RT for your chance to win a 2nd Generation @Sony FES watch! Get #TheEqualizer2 tix now: https://t.co…,Fri Aug 03 03:54:03 +0000 2018,0.8118,0.306,0.0,0.694
The Equalizer 2,1024723772451053568,"RT @BORReport: The Equalizer 2 grossed $1.55M on Wednesday.  13-Day total stands at $69.67M.

#TheEqualizer2  #BoxOffice  @SonyPictures  @T…",Fri Aug 03 03:49:41 +0000 2018,-0.1027,0.0,0.08,0.92
The Equalizer 2,1024723772451053568,"RT @BORReport: Daily Box Office Top 7 for Wednesday, August 1, 2018

1. #MissionImpossibleFallout - $6.33M
2. #MammaMia2 - $2.86M
3. #Hotel…",Fri Aug 03 03:49:30 +0000 2018,0.2023,0.091,0.0,0.909
The Equalizer 2,1024723772451053568,"RT @SonyPicturesUK: Fearless and ruthless, #DenzelWashington serves his own kind of justice in #TheEqualizer2. Don't miss it At Cinemas Aug…",Fri Aug 03 03:45:32 +0000 2018,0.7544,0.305,0.0,0.695
The Equalizer 2,1024723772451053568,RT @SonyPictures: #TheEqualizer2 is the #1 Movie in America. Don’t miss out - experience Denzel in action today. 💢 https://t.co/T4f5wMAH4Y,Fri Aug 03 03:45:25 +0000 2018,-0.1531,0.0,0.086,0.914
The Equalizer 2,1024723772451053568,"RT @SonyPicturesUK: This summer, payback gets personal in #TheEqualizer2. At Cinemas August 17. https://t.co/G7hn9bfhcB",Fri Aug 03 03:44:49 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,RT @SonyPictures: Denzel delivers both in #TheEqualizer2 - now playing. https://t.co/IkPeNybkIa 💢 https://t.co/q7xrmzVyku,Fri Aug 03 03:44:32 +0000 2018,0.2023,0.153,0.0,0.847
The Equalizer 2,1024723772451053568,"RT @TheEqualizer: Knee-cap shatterer? ✅. Dockers? ✅. Supports independent booksellers? Double ✅✅. #TheEqualizer2, now playing. 💢 https://t.…",Fri Aug 03 03:43:46 +0000 2018,0.5913,0.257,0.0,0.743
The Equalizer 2,1024723772451053568,RT @TheEqualizer: Denzel delivers both in #TheEqualizer2 - now playing. https://t.co/aj9JIPfTrQ 💢 https://t.co/DqMirqaw2i,Fri Aug 03 03:43:18 +0000 2018,0.2023,0.153,0.0,0.847
The Equalizer 2,1024723772451053568,"#SiDoelTheMovie 4 Agustus
#TheMeg 8 Agustus
#SebelumIblisMenjemput 9 Agustus
#TheEqualizer2 15 Agustus… https://t.co/yMSYpAtbNV",Fri Aug 03 03:29:51 +0000 2018,0.0,0.0,0.0,1.0
The Equalizer 2,1024723772451053568,"RT @htshowbiz: #TheEqualizer2 movie review by @RohanNaahar: Denzel Washington proves he’s one of the last remaining movie stars

https://t.…",Fri Aug 03 03:16:48 +0000 2018,0.0,0.0,0.0,1.0
